"Product","Brand","Ingredients","Price","Rev_score","Size","Rev_count"
"The Original Photo Finish Smooth & Blur Primer","Smashbox","Cyclopentasiloxane, Dimethicone, Dimethicone Crosspolymer, Trisiloxane, Silica, Dimethicone/Vinyl Dimethicone Crosspolymer, Ethylhexyl Salicylate, Retinyl Palmitate, Tocopheryl Acetate, Carthamus Tinctorius (Safflower) Seed Extract, Propylene Glycol, Water\Aqua\Eau, Vitis Vinifera (Grape) Seed Extract, Cola Acuminata (Kola) Seed Extract, Camellia Oleifera Leaf Extract.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",36,91,1,2187
"Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer","It Cosmetics","Caprylic / Capric Triglyceride, Bis - Diglyceryl Polyacyladiapate-2, VP / Hexadecene Copolymer, Cetyl Alcohol, Silica Dimethyl Silylate, Ozokerite, Phenoxyethanol, Aqua (Water, Eau), Ascorbyl Palmitate, Tocopherol, Tocopherylacetate, Magnesium Ascorbyl Phosphate, Cholesteryl Nonanoate, Cholesteryl Oleyl Carbonate, Cholesteryl Chloride, Chrysin, Glycerin, Hydrolyzed Collagen, N-Hydroxysuccinimide, Niacinamide, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Retinyl Palmitate, Sodium Hyaluronate, Stearth-20. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77492, CI 77491, CI 77499).",26,86,0.4,5377
"Natural Radiant Longwear Foundation","NARS","Dimethicone, Water/Aqua/Eau, Phenyl Trimethicone, Glycerin, Polymethylsilsesquioxane, PEG-10 Dimethicone, Dimethicone Crosspolymer, Cyclopentasiloxane, Trimethylsiloxysilicate, PPG-3 Benzyl Ether Myristate, Boron Nitride, Bis-Butyldimethicone Polyglyceryl-3, Butylene Glycol, Sorbitan Sesquiisostearate, Rubus Idaeus (Raspberry) Fruit Extract, Citrullus Lanatus (Watermelon) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Lens Esculenta (Lentil) Fruit Extract, Tocopherol, Sodium Pca, Sodium Lactate, Disodium Stearoyl Glutamate, Hydrogenated Polydecene, Pentaerythrityl Tetraethylhexanoate, PEG/PPG-14/7 Dimethyl Ether, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Sodium Stearoyl Glutamate, Behenic Acid, Stearic Acid, Stearyl Alcohol, Behenyl Alcohol, Disteardimonium Hectorite, Triethoxycaprylylsilane, Barium Sulfate, Aluminum Dimyristate, Alumina, Tin Oxide, Polysilicone-2, Potassium Hydroxide, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate. [+/- (May Contain/Peut Contenir): Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499)].",49,64,1.01,565
"BAREPRO Performance Wear Powder Foundation","BareMinerals","Talc, Silica, Tetrahexyldecyl Ascorbate, Caprylic/Capric Triglyceride, Diphenyl Dimethicone/Vinyl Diphenyl Dimethicone/Silsesquioxane Crosspolymer, Diphenylsiloxy Phenyl Trimethicone, Triethoxysilylethyl Polydimethylsiloxyethyl Hexyl Dimethicone, Lauroyl Lysine, Magnesium Stearate, Dipentaerythrityl Hexahydroxystearate, Tocopherol, Tocopheryl Acetate, Methicone, Sorbitan Sesquiisostearate, Distearyldimonium Chloride, Pyridoxine Cyclic Phosphate, Chlorphenesin. May Contain: Mica, Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891).",31,86,0.34,2134
"Double Duty Beauty Base Tape Hydrating Primer","Tarte","Water/Aqua/Eau, Limnanthes Alba (Meadowfoam) Seed Oil, Ethylhexyl Stearate, Hydrogenated Poly (C6-14 olefin), Methyl Gluceth-20, Propanediol, Cyclopentasiloxane, Polyglyceryl-6 Stearate, Diisostearyl Malate, Glyceryl Stearate, Pentylene Glycol, Betaine, Sodium Stearoyl Glutamate, Sucrose, Polyglyceryl-6 Behenate, Xanthan Gum, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Fructooligosaccharides, Olea Europaea (Olive) Fruit Oil, Saccharide Hydrolysate, Simmondsia Chinensis (Jojoba) Seed Oil, Tromethamine, Vitis Vinifera (Grape) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Parfum/Fragrance, Ethylhexylglycerin, Pullulan, 1,2-Hexanediol, Benzyl Benzoate, Disodium EDTA, Centella Asiatica Extract, Cocos Nucifera (Coconut) Oil, Houttuynia Cordata Extract, Salvia Hispanica Seed Extract, Olus/Vegetable Oil/Huile Végétale, Tocopherol, Polyacrylate Crosspolym-6, T-Butyl Alcohol.",30,85,1,129
"Prep + Prime Fix+/ Mini MAC","MAC","Cucumber: Water\Aqua\Eau, Glycerin, Butylene Glycol, Cucumis Sativus (Cucumber) Fruit Extract, Chamomilla Recutita (Matricaria) Extract, Camellia Sinensis (Green Tea) Leaf Extract, Tocopheryl Acetate, Caffeine , Panthenol, Arginine, PEG-40 Hydrogenated Castor Oil, PPG-26-Buteth-26, Fragrance (Parfum), Sodium Citrate, Polydextrose, Caprylyl Glycol, Citric Acid, Geraniol, Linalool, Hexyl Cinnamal, Disodium EDTA, Phenoxyethanol.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",16,91,1,501
"Tutti Frutti - Fruit Cocktail Blush Duo","Too Faced","Cherry Bomb:

Strobe/Sparkle: Mica, Talc, Ethylhexyl Palmitate, Magnesium Myristate, Diisostearyl Malate, Calcium Sodium Borosilicate, Polyethylene Terephthalate, Caprylic/Capric Triglyceride, Hydrogenated Polycyclopentadiene, Dimethicone, Polyurethane-11, Isostearyl Alcohol, Malic Acid, Synthetic Fluorphlogopite, Calcium Aluminum Borosilicate, Silica, Tin Oxide, Hexylene Glycol, Tetrasodium EDTA, Caprylyl Glycol, Phenoxyethanol, Fragrance/Parfum, Benzyl Benzoate, Hexyl Cinnamal, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492), Red 7 Lake (CI 15850), Yellow 5 Lake (CI 19140), Aluminum Powder (CI 77000).

Satin: Mica, Talc, Ethylhexyl Palmitate, Magnesium Myristate, Diisostearyl Malate, Caprylic/Capric Triglyceride, Hydrogenated Polycyclopentadiene, Polyethylene Terephthalate, Dimethicone, Polyurethane-11, Isostearyl Alcohol, Malic Acid, Synthetic Fluorphlogopite, Calcium Sodium Borosilicate, Calcium Aluminum Borosilicate, Silica, Tin Oxide, Hexylene Glycol, Tetrasodium EDTA, Caprylyl Glycol, Phenoxyethanol, Fragrance/Parfum, Benzyl Benzoate, Hexyl Cinnamal, Iron Oxides (CI 77491, CI 77499), Manganese Violet (CI 77742), Red 7 Lake (CI 15850), Yellow 5 Lake (CI 19140), Red 6 (CI 15850), Titanium Dioxide (CI 77891), Aluminum Powder (CI 77000).",30,93,0.22,80
"Facial Spray With Aloe, Herbs and Rosewater","Mario Badescu","Aqua (Water, Eau), Propylene Glycol, Aloe Barbadensis Leaf Juice, Rosa Canina Extract, Thymus Vulgaris (Thyme) Leaf Extract, Fucus Vesiculosus Extract, Gardenia Florida Fruit Extract, Caprylyl Glycol, Hexylene Glycol, Polysorbate 20, Parfum (Fragrance), Phenoxyethanol, Sodium Chloride, Citronellol, Geraniol, CI 17200 (Red 33), CI 42090 (Blue 1).",7,96,NA,7642
"All Nighter Liquid Foundation","Urban Decay Cosmetics","Cyclopentasiloxane, Aqua (Water/Eau), Methyl Methacrylate Crosspolymer, Dimethicone, Isododecane, Butylene Glycol, Acrylates/Dimethicone Copolymer, PEG/PPG-18/18 Dimethicone, Phenyl Trimethicone, Magnesium Sulfate, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Phenoxyethanol, Dimethicone Crosspolymer, Disteardimonium Hectorite, Triethoxysilylethyl Polydimethylsiloxyethyl Dimethicone, Isopropyl Titanium Triisostearate, Dimethicone Crosspolymer-3, Propylene Carbonate, Tocopherol. May Contain: CI 77891 (Titanium Dioxide), CI 77491/77492/77499 (Iron Oxides).",40,78,1,4114
"Stay Naked Weightless Liquid Foundation","Urban Decay Cosmetics","Aqua / Water / Eau, Dimethicone, Isododecane, Alcohol Denat., Trimethylsiloxysilicate, Butylene Glycol, PEG-10 Dimethicone, Perlite, Disteardimonium Hectorite, Synthetic Fluorphlogopite, Nylon-12, Isopropyl Lauroyl Sarcosinate, Diisopropyl Sebacate, HDI/Trimethylol Hexyllactone Crosspolymer, Bis-PEG/PPG-14/14 Dimethicone, Magnesium Sulfate, Phenoxyethanol, Disodium Stearoyl Glutamate, Dipentaerythrityl Tetrahydroxystearate/Tetraisostearate, Silica, Silica Silylate, Acrylonitrile/Methyl Methacrylate/Vinylidene Chloride Copolymer, Tocopherol, Moroccan Lava Clay, Aluminum Hydroxide, Glycerin, Empetrum Nigrum Fruit Juice, Isobutane, Potassium Sorbate, Methicone. May Contain: CI 77491, CI 77492, CI 77499 / Iron Oxides, CI 77891 / Titanium Dioxide, CI 77007 / Ultramarines, CI 15985 / Yellow 6 Lake.",39,96,1,481
"Boi-ing Industrial Strength Concealer","Benefit Cosmetics","Caprylic/Capric Triglyceride, Phenyl Trimethicone, Isopropyl Palmitate, Euphorbia Cerifera (Candelilla) Wax, Talc, Paraffinum Liquidum (Mineral Oil), Silica, Kaolin, Cera Microcristallina (Microcrystalline Wax), Nylon-12, Tocopheryl Acetate, Phenoxyethanol, Lecithin, Benzyl Alcohol, Tocopherol, BHT. May Contain: CI 19140 (Yellow 5, Yellow 5 Lake), CI 42090 (Blue 1 Lake), CI 77007 (Ultramarines), CI 77163 (Bismuth Oxychloride), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 77891 (Titanium Dioxide).",22,84,0.01,276
"CliniqueFIT Workout Makeup Broad Spectrum SPF 40","Clinique","Active: Octinoxate 7.5%, Octisalate 2.0%, Titanium Dioxide 1.6%. Inactive: Water\Aqua\Eau, Methyl Trimethicone, Alcohol, Ethylhexyl Palmitate, PEG-9 Polydimethylsiloxyethyl Dimethicone, Propanediol, Glycerin, Glyceryl Caprylate, PEG-3 Dimethicone, Dimethicone, Tocopheryl Acetate, Lecithin, Triethoxycaprylylsilane, Stearyl Glycyrrhetinate, Sorbitan Sesquiisostearate, Sodium Hyaluronate, Pyridoxine Hcl, Palmitoyl Tetrapeptide-7, Dipeptide-2, Stearic Acid, Hesperidin Methyl Chalcone, Sodium Chloride, Aluminum Hydroxide, Steareth-20, Silica, Sodium Citrate, Phenoxyethanol. May Contain: Mica, Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Titanium Dioxide (CI 77891).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",NA,82,1,318
"Even Better Makeup Broad Spectrum SPF 15","Clinique","Octinoxate 5.90% , Titanium Dioxide 3.50% , Zinc Oxide 2.80%. Water\Aqua\Eau, Methyl Trimethicone, Phenyl Trimethicone, Dimethicone, Triethylhexanoin, Butylene Glycol, Trimethylsiloxysilicate, Yeast Extract\Faex\Extrait De Levure, Peg-10 Dimethicone, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Alumina, Citrus Grandis (Grapefruit) Peel Extract, Betula Alba (Birch) Bark Extract, Saccharomyces Lysate Extract, Astrocaryum Murumuru Seed Butter, C12-15 Alkyl Benzoate, Glycerin, Sodium Myristoyl Sarcosinate, Acetyl Glucosamine, Caprylyl Methicone, Methicone, Polyglyceryl-6 Polyricinoleate, Disteardimonium Hectorite, Dimethicone Crosspolymer-3, Isopropyl Titanium Triisostearate, Lecithin, Laureth-7, Tocopheryl Acetate, Magnesium Ascorbyl Phosphate, Dimethicone/Peg-10/15 Crosspolymer, Dipropylene Glycol, Sodium Chloride, Caprylyl Glycol, Tetrahexyldecyl Ascorbate, Disodium Edta, Phenoxyethanol, Polyaminopropyl Biguanide, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Mica, Bismuth Oxychloride (CI 77163).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",29.5,88,1,1028
"Makeup Remover Cleansing Towelettes Twin-Pack","Neutrogena","Water, Cetyl Ethylhexanoate, Isostearyl Palmitate, Pentaerythrityl Tetraethylhexanoate, Isononyl Isononanoate, Cyclopentasiloxane, Hexylene Glycol, PEG 4 Laurate, PEG 6 Caprylic/Capric Glycerides, Sucrose Cocoate, Carbomer, Sodium Hydroxide, Benzoic Acid, Dehydroacetate Acid, Phenoxyethanol, Iodopropynyl Butylcarbamate, Fragrance.",12.49,95,1,3226
"Limited Edition Orgasm Blush","NARS","Talc, Octyldodecyl Stearate, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Tin Oxide, Caprylyl Glycol, Phenoxyethanol. May Contain: Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Manganese Violet (CI 77742), Mica, Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Red 33 Lake (CI 17200), Red 34 Lake (CI 15880), Red 7 Lake (CI 15850), Titanium Dioxide (CI 77891), Yellow 5 Lake (CI 19140).",40,100,0.28,8
"Bye Bye Pores Pressed Anti-Aging Finishing Powder","It Cosmetics","Mica, Silica, Zinc Stearate, Caprylic / Capric Triglyceride, Isostearyl Neopentanoate, Ethylhexyl Palmitate, Coco-Caprylate / Caprate, Jojoba Esters, Tocopherol, Glycine Soja (Soybean) Oil, Tocopheryl Acetate, Hydrolyzed Silk, Niacinamide, Ascorbyl Palmitate, Collagen Amino Acids, Ethylhexylglycerin, Phenoxyethanol, Potassium Sorbate, Aloe Barbadensis Leaf Juice Powder, Camellia Sinensis Leaf Extract, Aqua (Water, Eau), Glycerin, Olea Europaea (Olive) Fruit Extract, Rosa Canina Extract, Vitis Vinifera (Grape) Seed Extract, Avena Sativa (Oat) Kernel Flour, Glycyrrhiza Glabra (Licorice) Root Extract, Algae Extract, Soluble Collagen, Leuconostoc / Radish Root Ferment Filtrate, Retinyl Palmitate, Magnesium Ascorbyl Phosphate, Butylene Glycol, Cholesteryl Oleyl Carbonate, Cholesteryl Nonanoate, Cholesteryl Chloride, BHT, Palmitoyl Tripeptide - 1, Carbomer, Polysorbate 20, Palmitoyl Tetrapeptide - 7, Sodium Hyaluronate. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).",29,85,0.31,1539
"Studio Skin 15 Hour Wear Hydrating Foundation","Smashbox","Water\Aqua\Eau, Cyclopentasiloxane, Trimethylsiloxysilicate, Titanium Dioxide, Butylene Glycol, Trimethyl Pentaphenyl Trisiloxane, Silica, Phenyl Trimethicone, Magnesium Sulfate, Polyglyceryl-3 Diisostearate, Tribehenin, PEG-10 Dimethicone, Bis-PEG/PPG-14/14 Dimethicone, Tocopheryl Acetate, Sodium Hyaluronate, Glycerin, Ethylhexylglycerin, Polyglyceryl-4 Isostearate, Cetyl PEG/PPG-10/1 Dimethicone, Methicone, Tetramethyl Hexaphenyl Tetrasiloxane, Phenyl Methicone, Dimethicone, Laureth-7, Polymethylsilsesquioxane, Hexyl Laurate, Disteardimonium Hectorite, Cellulose Gum, Propylene Carbonate, Alumina, Xanthan Gum, Dimethicone Silylate, Sorbic Acid, Phenoxyethanol, Chlorphenesin, [+/- Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891)].

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",36,85,1,2658
"Confidence in a Compact with SPF 50+","It Cosmetics","Active: Titanium Dioxide 9.0%, Zinc Oxide 6.3%. Inactive: Dimethicone, Aqua/Water/Eau, Snail Secretion Filtrate, Phenyl Trimethicone, Butylene Glycol, Candelilla Cera/Euphorbia Cerifera (Candelilla) Wax/Cire De Candelilla, Ozokerite, Butylene Glycol Dicaprylate/Dicaprate, Cetyl PEG/PPG-10/1 Dimethicone, Arbutin, Ceresin, Cyclopentasiloxane, Cyclohexasiloxane, Sorbitan Olivate, Polyglyceryl-4 Isostearate, Aluminum Hydroxide, Hexyl Laurate, Stearic Acid, Sorbitan Isostearate, Glycerin, Tocopheryl Acetate, Squalane, Adenosine, Sodium Hyaluronate, Sodium Lauroyl Lactylate, Curcuma Longa (Turmeric) Root Extract, Aloe Barbadensis Leaf Extract, Camellia Sinensis Leaf Extract, Pentaerythrityl Tetraisostearate, Avena Sativa (Oat) Kernel Extract, Polysorbate 20, PEG-40 Hydrogenated Castor Oil, Ceramide Np, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Glycyrrhiza Glabra (Licorice) Root Extract, Cholesterol, Phytosphingosine, Ceramide Ap, Macadamia Ternifolia Seed Oil, Carbomer, Xanthan Gum, Beta-Sitosterol, Glyceryl Linoleate, Choleth-24, Propylene Carbonate, Ceteth-24, Disteardimonium Hectorite, Glyceryl Linolenate, Propylene Glycol, Niacinamide, Glyceryl Arachidonate, Panthenol, Caprylic/Capric Triglyceride, Sodium Lactate, Lecithin, Hydrolyzed Hyaluronic Acid, Persea Gratissima (Avocado) Oil, Ubiquinone, Vitis Vinifera (Grape) Seed Oil, Punica Granatum Seed Oil, Colloidal Oatmeal, Anthemis Nobilis Flower Water, Perfluorohexane, Sodium Ascorbyl Phosphate, Retinyl Palmitate, Palmitoyl Hexapeptide-12, Potassium Cetyl Phosphate, Opuntia Ficus-Indica Extract, Cornus Officinalis Fruit Extract, Chamomilla Recutita (Matricaria) Flower Water, Hydrolyzed Collagen, Magnolia Kobus Bark Extract, Lactobacillus/Honeysuckle Flower/Licorice Root/Morus Alba Root/Pueraria Lobata Root/Schizandra Chinensis Fruit/Scutellaria Baicalensis Root/Sophora Japonica Flower Extract Ferment Filtrate, Glycine Soja (Soybean) Sprout Extract, Olea Europaea (Olive) Leaf Extract, Pentafluoropropane, Biotin, Anthemis Nobilis Flower Extract, Steareth-20, Chrysanthemum Indicum Flower Extract, Palmitoyl Tripeptide-1, Hydrolyzed Silk, Ceramide Eop, Palmitoyl Tetrapeptide-7, Morus Alba Fruit Extract, Pueraria Lobata Root Extract, Cinnamomum Cassia Bark Extract, Artemisia Princeps Leaf Extract, Sodium Benzoate, Diospyros Kaki Leaf Extract, Potassium Sorbate, N-Hydroxysuccinimide, Palmitoyl Pentapeptide-4, Copper Tripeptide-1, Acetyl Hexapeptide-8, Caprylhydroxamic Acid, Ascorbic Acid, Niacin, Tocopherol, Pantothenic Acid, Thiamine Hcl, Chrysin, Carnitine Hcl, Riboflavin, Folic Acid, Triethoxycaprylylsilane, Cyclomethicone, Citric Acid, Disodium EDTA, Perfluorodecalin, Citrus Grandis (Grapefruit) Peel Oil, Eucalyptus Globulus Leaf Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Aurantifolia (Lime) Oil, Pinus Sylvestris Leaf Oil, Caprylyl Glycol, Ethylhexylglycerin, Citrus Limon (Lemon) Peel Oil, Phenoxyethanol, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Paraffinum Liquidum/ Mineral Oil/Huile Minerale, Alcohol, Fragrance (Parfum), 1,2-Hexanediol, Chlorhexidine Digluconate. May Contain: Iron Oxides (CI 77492, CI 77491, CI 77499).",38,80,0.63,2832
"BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20","BareMinerals","Water, Cyclopentasiloxane, Trimethylsiloxysilicate, Butylene Glycol, Silica, PEG-10 Dimethicone, Bis-Butyldimethicone Polyglyceryl-3, Bambusa Arundinacea Stem Extract, Sodium Glutamate, Disteardimonium Hectorite, Sorbitan Sesquiisostearate, Hydrogenated Lecithin, Methicone, Papain, Aluminum Hydroxide, Stearic Acid, 1,2-Hexanediol, Caprylyl Glycol, Carbomer, Algin, Tocopherol, Sodium Dehydroacetate, Phenoxyethanol. May Contain: Titanium Dioxide, Iron Oxides.",34,80,1,1692
"Blush","NARS","Orgasm: Talc, Cetearyl Isononanoate, Zinc Stearate, Cetyl Acetate, Stearoxy Dimethicone, Isopropyl Lanolate, Silica, Propylparaben, Triclosan, Methylparaben, Acetylated Lanolin Alcohol, BHA. May Contain): Mica, CI 77891 (Titanium Dioxide), CI 77491 (Iron Oxides), CI 77492 (Iron Oxides), CI 77499 (Iron Oxides), CI 77742 (Manganese Violet), CI 45410 (Red 28 Lake), CI 73360 (Red 30 Lake), CI 17200 (Red 33 Lake), CI 15880 (Red 34 Lake).",30,92,0.16,598
"Boi-ing Hydrating Concealer","Benefit Cosmetics","Ricinus Communis (Castor) Seed Oil, C12-15 Alkyl Benzoate, Polyethylene, Caprylic/Capric Triglyceride, Ethylhexyl Palmitate, Cetearyl Isononanoate, Nylon-12, Silica, Phenoxyethanol, Caprylyl Glycol,Tocopheryl Acetate, Benzoic Acid, Ethylhexyl Myristate, Ethylhexyl Stearate, Hexyldecanol, Butylene Glycol, Pyrus Malus (Apple) Fruit Extract, Brassica Campestris (Rapeseed) Sterols, BHT, Tocopherol. May Contain: CI 19140 (Yellow 5, Yellow 5 Lake), CI 42090 (Blue 1 Lake), CI 77007 (Ultramarines), CI 77163 (Bismuth Oxychloride), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 77891 (Titanium Dioxide).",22,85,0.12,252
"Born This Way Super Coverage Multi-Use Sculpting Concealer","Too Faced","Aqua/Water/Eau, Cyclopentasiloxane, Butylene Glycol Dicaprylate/Dicaprate, Triethylhexanoin, Isoamyl Laurate, Methyl Trimethicone, Pentylene Glycol, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/ Sebacate, Hydrogenated Starch Hydrolysate, Cetyl PEG/PPG-10/1 Dimethicone, Trimethylsiloxysilicate; Silica, Perfluorooctyl Triethoxysilane, Aluminum Hydroxide, Hydroxyacetophenone, Sodium Chloride, Disteardimonium Hectorite, Dimethicone, Acrylates/Polytrimethylsiloxymethacrylate Copolymer, 1,2-Hexanediol, Caprylyl Glycol, Dimethicone/Vinyl Dimethicone Crosspolymer, Trisodium Ethylenediamine Disuccinate, Glycerin, Cocos Nucifera (Coconut) Water/Cocos Nucifera Water, Sodium Hyaluronate, Cocos Nucifera (Coconut) Fruit Juice/Cocos Nucifera Fruit Juice, Rhododendron Ferrugineum Extract, Potassium Sorbate, Sodium Benzoate, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).",29,86,0.5,482
"Stick Foundation","Anastasia Beverly Hills","Honey: Caprylyl Methicone, Caprylic/Capric Triglyceride, Bis-Diglyceryl Polyacyladipate-2, Octyldodecanol, Polyethylene, Ozokerite, Ethylhexyl Palmitate, Euphorbia Cerifera (Candelilla) Wax/Cire De Candelilla/Candelilla Cera, Polymethylsilsesquioxane, Silica, Mica, Isopropyl Myristate, Isostearic Acid, Lecithin, Limnanthes Alba (Meadowfoam) Seed Oil, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Polyglyceryl-3 Polyricinoleate, Polyhydroxystearic Acid, Simmondsia Chinensis (Jojoba) Seed Oil, Sodium Magnesium Silver Phosphate, Tocopheryl Acetate, Triethoxycaprylylsilane. May Contain: Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891).",25,71,0.35,840
"Tutti Frutti - Dew You Fresh Glow Luminous Face Primer","Too Faced","Radiant Pearl: Water/Aqua/Eau, Ethylhexyl Palmitate, Isohexadecane, Caprylic/Capric Triglyceride, Sorbitan Stearate, Polysorbate 60, Synthetic Fluorphlogopite, Isopentyldiol, Glycerin, Carbomer, Boron Nitride, Hydroxyacetophenone, Trideceth-9, PPG-15 Stearyl Ether, 1,2-Hexanediol, Caprylyl Glycol, PEG-40 Hydrogenated Castor Oil, Sodium Hydroxide, Fragrance/Parfum, Tin Oxide, Mica, Sodium Hyaluronate, Butylene Glycol, Polysorbate 20, Cucumis Sativus (Cucumber) Fruit Extract/Cucumis Sativus Fruit Extract, Citrullus Lanatus (Watermelon) Fruit Extract/Citrullus Lanatus Fruit Extract, Triethoxycaprylylsilane, Phenoxyethanol, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491).",34,100,1.3,40
